condition_id,product_id,condition_type,rate_bonus,threshold_value,exclusive_group,evidence_text,source_url,verification_status,confidence_badge
CU-02003-1715-스마트폰-12-COND-1,CU-02003-1715-스마트폰-12,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-02003-1715-스마트폰-12-COND-2,CU-02003-1715-스마트폰-12,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-02003-1714-영업점-12-COND-1,CU-02003-1714-영업점-12,카드실적,0.2,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-02003-1714-영업점-12-COND-2,CU-02003-1714-영업점-12,자동이체,0.2,,,자동이체 납입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-02003-1714-영업점-12-COND-3,CU-02003-1714-영업점-12,기타,0.3,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-02003-1714-영업점-12-COND-4,CU-02003-1714-영업점-12,기타,0.2,,,가입연령기준 충족,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-02003-1714-영업점-12-COND-5,CU-02003-1714-영업점-12,비대면가입,0.2,,,비대면 기한부예금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-02003-1714-영업점-12-COND-6,CU-02003-1714-영업점-12,기타,0.1,,,테트리스적금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-09002-1715-스마트폰-12-COND-1,CU-09002-1715-스마트폰-12,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-09002-1715-스마트폰-12-COND-2,CU-09002-1715-스마트폰-12,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-09002-1714-영업점-12-COND-1,CU-09002-1714-영업점-12,카드실적,0.2,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-09002-1714-영업점-12-COND-2,CU-09002-1714-영업점-12,자동이체,0.2,,,자동이체 납입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-09002-1714-영업점-12-COND-3,CU-09002-1714-영업점-12,기타,0.3,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-09002-1714-영업점-12-COND-4,CU-09002-1714-영업점-12,기타,0.2,,,가입연령기준 충족,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-09002-1714-영업점-12-COND-5,CU-09002-1714-영업점-12,비대면가입,0.2,,,비대면 기한부예금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-09002-1714-영업점-12-COND-6,CU-09002-1714-영업점-12,기타,0.1,,,테트리스적금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-06164-1715-스마트폰-12-COND-1,CU-06164-1715-스마트폰-12,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-06164-1715-스마트폰-12-COND-2,CU-06164-1715-스마트폰-12,기타,0.2,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
CU-06164-1714-영업점-12-COND-1,CU-06164-1714-영업점-12,카드실적,0.2,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-06164-1714-영업점-12-COND-2,CU-06164-1714-영업점-12,자동이체,0.2,,,자동이체 납입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-06164-1714-영업점-12-COND-3,CU-06164-1714-영업점-12,기타,0.3,,,신협공제 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-06164-1714-영업점-12-COND-4,CU-06164-1714-영업점-12,기타,0.2,,,가입연령기준 충족,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-06164-1714-영업점-12-COND-5,CU-06164-1714-영업점-12,비대면가입,0.2,,,비대면 기한부예금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-06164-1714-영업점-12-COND-6,CU-06164-1714-영업점-12,기타,0.1,,,테트리스적금 가입실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=96,,
CU-11022-1715-스마트폰-12-COND-1,CU-11022-1715-스마트폰-12,카드실적,0.4,,,신협체크카드 결제실적,http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=67,,
